COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
3.6.3.1.2,Quebec,25 to 34 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753362,100.0,
3.6.3.1.3,Quebec,25 to 34 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753363,100.0,
3.6.3.1.4,Quebec,25 to 34 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753364,100.0,
3.6.3.8.1,Quebec,25 to 34 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753365,324.0,
3.6.3.8.2,Quebec,25 to 34 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753366,92.2,
3.6.3.8.3,Quebec,25 to 34 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753367,84.6,
3.6.3.8.4,Quebec,25 to 34 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753368,96.3,
3.6.3.2.1,Quebec,25 to 34 years,Female,Very satisfied,Number of persons,Persons,thousands,v116753369,103.0,E
3.6.3.2.2,Quebec,25 to 34 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116753370,29.3,
3.6.3.2.3,Quebec,25 to 34 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753371,21.1,
3.6.3.2.4,Quebec,25 to 34 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116753372,39.3,
3.6.3.3.1,Quebec,25 to 34 years,Female,Satisfied,Number of persons,Persons,thousands,v116753373,221.0,
3.6.3.3.2,Quebec,25 to 34 years,Female,Satisfied,Percentage of persons,Percent,units ,v116753374,62.9,
3.6.3.3.3,Quebec,25 to 34 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753375,53.3,
3.6.3.3.4,Quebec,25 to 34 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116753376,71.6,
3.6.3.4.1,Quebec,25 to 34 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116753377,,F
3.6.3.4.2,Quebec,25 to 34 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116753378,,F
3.6.3.4.3,Quebec,25 to 34 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753379,,F
3.6.3.4.4,Quebec,25 to 34 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753380,,F
3.6.3.9.1,Quebec,25 to 34 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753381,,F
3.6.3.9.2,Quebec,25 to 34 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753382,,F
3.6.3.9.3,Quebec,25 to 34 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753383,,F
3.6.3.9.4,Quebec,25 to 34 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753384,,F
3.6.3.5.1,Quebec,25 to 34 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116753385,,F
3.6.3.5.2,Quebec,25 to 34 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116753386,,F
3.6.3.5.3,Quebec,25 to 34 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753387,,F
3.6.3.5.4,Quebec,25 to 34 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753388,,F
3.6.3.6.1,Quebec,25 to 34 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116753389,,F
3.6.3.6.2,Quebec,25 to 34 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116753390,,F
3.6.3.6.3,Quebec,25 to 34 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753391,,F
3.6.3.6.4,Quebec,25 to 34 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753392,,F
3.6.3.7.1,Quebec,25 to 34 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116753393,,F
3.6.3.7.2,Quebec,25 to 34 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116753394,,F
3.6.3.7.3,Quebec,25 to 34 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116753395,,F
3.6.3.7.4,Quebec,25 to 34 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116753396,,F
3.3.1.1.1,Quebec,35 to 44 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116319843,809.0,
3.3.1.1.2,Quebec,35 to 44 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116319844,100.0,
3.3.1.1.3,Quebec,35 to 44 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116319845,100.0,
3.3.1.1.4,Quebec,35 to 44 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116319846,100.0,
3.3.1.8.1,Quebec,35 to 44 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753397,708.0,
3.3.1.8.2,Quebec,35 to 44 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753398,87.6,
3.3.1.8.3,Quebec,35 to 44 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753399,83.4,
3.3.1.8.4,Quebec,35 to 44 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753400,90.8,
3.3.1.2.1,Quebec,35 to 44 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116319847,290.0,
3.3.1.2.2,Quebec,35 to 44 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116319848,35.9,
3.3.1.2.3,Quebec,35 to 44 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319849,30.6,
3.3.1.2.4,Quebec,35 to 44 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116319850,41.6,
3.3.1.3.1,Quebec,35 to 44 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116319851,418.0,
3.3.1.3.2,Quebec,35 to 44 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116319852,51.7,
3.3.1.3.3,Quebec,35 to 44 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319853,45.9,
3.3.1.3.4,Quebec,35 to 44 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116319854,57.4,
3.3.1.4.1,Quebec,35 to 44 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116319855,65.0,E
3.3.1.4.2,Quebec,35 to 44 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116319856,8.1,E
3.3.1.4.3,Quebec,35 to 44 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319857,5.4,
3.3.1.4.4,Quebec,35 to 44 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319858,12.0,
3.3.1.9.1,Quebec,35 to 44 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753401,35.0,E
3.3.1.9.2,Quebec,35 to 44 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753402,4.3,E
3.3.1.9.3,Quebec,35 to 44 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753403,2.5,
3.3.1.9.4,Quebec,35 to 44 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753404,7.4,
3.3.1.5.1,Quebec,35 to 44 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116319859,,F
3.3.1.5.2,Quebec,35 to 44 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116319860,,F
3.3.1.5.3,Quebec,35 to 44 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319861,,F
3.3.1.5.4,Quebec,35 to 44 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319862,,F
3.3.1.6.1,Quebec,35 to 44 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116319863,,F
3.3.1.6.2,Quebec,35 to 44 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116319864,,F
3.3.1.6.3,Quebec,35 to 44 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319865,,F
3.3.1.6.4,Quebec,35 to 44 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319866,,F
3.3.1.7.1,Quebec,35 to 44 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116319867,,F
3.3.1.7.2,Quebec,35 to 44 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116319868,,F
3.3.1.7.3,Quebec,35 to 44 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116319869,,F
3.3.1.7.4,Quebec,35 to 44 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116319870,,F
3.3.2.1.1,Quebec,35 to 44 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116319871,418.0,
3.3.2.1.2,Quebec,35 to 44 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116319872,100.0,
3.3.2.1.3,Quebec,35 to 44 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116319873,100.0,
3.3.2.1.4,Quebec,35 to 44 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116319874,100.0,
3.3.2.8.1,Quebec,35 to 44 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753405,372.0,
3.3.2.8.2,Quebec,35 to 44 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753406,89.0,
3.3.2.8.3,Quebec,35 to 44 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753407,83.1,
3.3.2.8.4,Quebec,35 to 44 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753408,93.0,
3.3.2.2.1,Quebec,35 to 44 years,Male,Very satisfied,Number of persons,Persons,thousands,v116319875,170.0,
3.3.2.2.2,Quebec,35 to 44 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116319876,40.7,
3.3.2.2.3,Quebec,35 to 44 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319877,33.5,
3.3.2.2.4,Quebec,35 to 44 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116319878,48.4,
3.3.2.3.1,Quebec,35 to 44 years,Male,Satisfied,Number of persons,Persons,thousands,v116319879,202.0,
3.3.2.3.2,Quebec,35 to 44 years,Male,Satisfied,Percentage of persons,Percent,units ,v116319880,48.3,
3.3.2.3.3,Quebec,35 to 44 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319881,40.6,
3.3.2.3.4,Quebec,35 to 44 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116319882,56.1,
3.3.2.4.1,Quebec,35 to 44 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116319883,,F
3.3.2.4.2,Quebec,35 to 44 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116319884,,F
3.3.2.4.3,Quebec,35 to 44 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319885,,F
3.3.2.4.4,Quebec,35 to 44 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319886,,F
3.3.2.9.1,Quebec,35 to 44 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753409,,F
3.3.2.9.2,Quebec,35 to 44 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753410,,F
3.3.2.9.3,Quebec,35 to 44 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753411,,F
3.3.2.9.4,Quebec,35 to 44 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753412,,F
3.3.2.5.1,Quebec,35 to 44 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116319887,,F
3.3.2.5.2,Quebec,35 to 44 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116319888,,F
3.3.2.5.3,Quebec,35 to 44 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319889,,F
3.3.2.5.4,Quebec,35 to 44 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319890,,F
3.3.2.6.1,Quebec,35 to 44 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116319891,,F
3.3.2.6.2,Quebec,35 to 44 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116319892,,F
3.3.2.6.3,Quebec,35 to 44 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319893,,F
3.3.2.6.4,Quebec,35 to 44 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319894,,F
3.3.2.7.1,Quebec,35 to 44 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116319895,,F
3.3.2.7.2,Quebec,35 to 44 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116319896,,F
3.3.2.7.3,Quebec,35 to 44 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116319897,,F
3.3.2.7.4,Quebec,35 to 44 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116319898,,F
3.3.3.1.1,Quebec,35 to 44 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116319899,391.0,
3.3.3.1.2,Quebec,35 to 44 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116319900,100.0,
3.3.3.1.3,Quebec,35 to 44 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116319901,100.0,
3.3.3.1.4,Quebec,35 to 44 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116319902,100.0,
3.3.3.8.1,Quebec,35 to 44 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753413,336.0,
3.3.3.8.2,Quebec,35 to 44 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753414,86.1,
3.3.3.8.3,Quebec,35 to 44 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753415,78.9,
3.3.3.8.4,Quebec,35 to 44 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753416,91.1,
3.3.3.2.1,Quebec,35 to 44 years,Female,Very satisfied,Number of persons,Persons,thousands,v116319903,120.0,
3.3.3.2.2,Quebec,35 to 44 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116319904,30.8,
3.3.3.2.3,Quebec,35 to 44 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319905,23.2,
3.3.3.2.4,Quebec,35 to 44 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116319906,39.5,
3.3.3.3.1,Quebec,35 to 44 years,Female,Satisfied,Number of persons,Persons,thousands,v116319907,216.0,
3.3.3.3.2,Quebec,35 to 44 years,Female,Satisfied,Percentage of persons,Percent,units ,v116319908,55.3,
3.3.3.3.3,Quebec,35 to 44 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116319909,46.5,
3.3.3.3.4,Quebec,35 to 44 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116319910,63.7,
3.3.3.4.1,Quebec,35 to 44 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116319911,39.0,E
3.3.3.4.2,Quebec,35 to 44 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116319912,9.9,E
3.3.3.4.3,Quebec,35 to 44 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319913,5.6,
3.3.3.4.4,Quebec,35 to 44 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319914,17.1,
3.3.3.9.1,Quebec,35 to 44 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753417,,F
3.3.3.9.2,Quebec,35 to 44 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753418,,F
3.3.3.9.3,Quebec,35 to 44 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753419,,F
3.3.3.9.4,Quebec,35 to 44 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753420,,F
3.3.3.5.1,Quebec,35 to 44 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116319915,,F
3.3.3.5.2,Quebec,35 to 44 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116319916,,F
3.3.3.5.3,Quebec,35 to 44 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319917,,F
3.3.3.5.4,Quebec,35 to 44 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319918,,F
3.3.3.6.1,Quebec,35 to 44 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116319919,,F
3.3.3.6.2,Quebec,35 to 44 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116319920,,F
3.3.3.6.3,Quebec,35 to 44 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319921,,F
3.3.3.6.4,Quebec,35 to 44 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319922,,F
3.3.3.7.1,Quebec,35 to 44 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116319923,,F
3.3.3.7.2,Quebec,35 to 44 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116319924,,F
3.3.3.7.3,Quebec,35 to 44 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116319925,,F
3.3.3.7.4,Quebec,35 to 44 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116319926,,F
3.7.1.1.1,Quebec,45 to 54 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116753421,794.0,
3.7.1.1.2,Quebec,45 to 54 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116753422,100.0,
3.7.1.1.3,Quebec,45 to 54 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116753423,100.0,
3.7.1.1.4,Quebec,45 to 54 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116753424,100.0,
3.7.1.8.1,Quebec,45 to 54 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753425,715.0,
3.7.1.8.2,Quebec,45 to 54 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753426,90.0,
