COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
4.1.2.5.2,Ontario,"Total, 15 years and over",Male,Dissatisfied,Percentage of persons,Percent,units ,v116320056,5.6,N/A
4.1.2.5.3,Ontario,"Total, 15 years and over",Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320057,4.0,N/A
4.1.2.5.4,Ontario,"Total, 15 years and over",Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320058,7.7,N/A
4.1.2.6.1,Ontario,"Total, 15 years and over",Male,Very dissatisfied,Number of persons,Persons,thousands,v116320059,55.0,E
4.1.2.6.2,Ontario,"Total, 15 years and over",Male,Very dissatisfied,Percentage of persons,Percent,units ,v116320060,1.8,E
4.1.2.6.3,Ontario,"Total, 15 years and over",Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320061,1.1,N/A
4.1.2.6.4,Ontario,"Total, 15 years and over",Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320062,3.0,N/A
4.1.2.7.1,Ontario,"Total, 15 years and over",Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320063,N/A,F
4.1.2.7.2,Ontario,"Total, 15 years and over",Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320064,N/A,F
4.1.2.7.3,Ontario,"Total, 15 years and over",Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320065,N/A,F
4.1.2.7.4,Ontario,"Total, 15 years and over",Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320066,N/A,F
4.1.3.1.1,Ontario,"Total, 15 years and over",Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116320067,2883.0,N/A
4.1.3.1.2,Ontario,"Total, 15 years and over",Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320068,100.0,N/A
4.1.3.1.3,Ontario,"Total, 15 years and over",Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320069,100.0,N/A
4.1.3.1.4,Ontario,"Total, 15 years and over",Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320070,100.0,N/A
4.1.3.8.1,Ontario,"Total, 15 years and over",Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753893,2385.0,N/A
4.1.3.8.2,Ontario,"Total, 15 years and over",Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753894,82.7,N/A
4.1.3.8.3,Ontario,"Total, 15 years and over",Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753895,80.0,N/A
4.1.3.8.4,Ontario,"Total, 15 years and over",Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753896,85.2,N/A
4.1.3.2.1,Ontario,"Total, 15 years and over",Female,Very satisfied,Number of persons,Persons,thousands,v116320071,947.0,N/A
4.1.3.2.2,Ontario,"Total, 15 years and over",Female,Very satisfied,Percentage of persons,Percent,units ,v116320072,32.8,N/A
4.1.3.2.3,Ontario,"Total, 15 years and over",Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320073,29.8,N/A
4.1.3.2.4,Ontario,"Total, 15 years and over",Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320074,36.0,N/A
4.1.3.3.1,Ontario,"Total, 15 years and over",Female,Satisfied,Number of persons,Persons,thousands,v116320075,1439.0,N/A
4.1.3.3.2,Ontario,"Total, 15 years and over",Female,Satisfied,Percentage of persons,Percent,units ,v116320076,49.9,N/A
4.1.3.3.3,Ontario,"Total, 15 years and over",Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320077,46.5,N/A
4.1.3.3.4,Ontario,"Total, 15 years and over",Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320078,53.3,N/A
4.1.3.4.1,Ontario,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320079,281.0,N/A
4.1.3.4.2,Ontario,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320080,9.7,N/A
4.1.3.4.3,Ontario,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320081,7.8,N/A
4.1.3.4.4,Ontario,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320082,12.1,N/A
4.1.3.9.1,Ontario,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753897,191.0,N/A
4.1.3.9.2,Ontario,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753898,6.6,N/A
4.1.3.9.3,Ontario,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753899,5.0,N/A
4.1.3.9.4,Ontario,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753900,8.7,N/A
4.1.3.5.1,Ontario,"Total, 15 years and over",Female,Dissatisfied,Number of persons,Persons,thousands,v116320083,152.0,E
4.1.3.5.2,Ontario,"Total, 15 years and over",Female,Dissatisfied,Percentage of persons,Percent,units ,v116320084,5.3,E
4.1.3.5.3,Ontario,"Total, 15 years and over",Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320085,3.8,N/A
4.1.3.5.4,Ontario,"Total, 15 years and over",Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320086,7.3,N/A
4.1.3.6.1,Ontario,"Total, 15 years and over",Female,Very dissatisfied,Number of persons,Persons,thousands,v116320087,39.0,E
4.1.3.6.2,Ontario,"Total, 15 years and over",Female,Very dissatisfied,Percentage of persons,Percent,units ,v116320088,1.3,E
4.1.3.6.3,Ontario,"Total, 15 years and over",Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320089,0.8,N/A
4.1.3.6.4,Ontario,"Total, 15 years and over",Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320090,2.4,N/A
4.1.3.7.1,Ontario,"Total, 15 years and over",Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320091,N/A,F
4.1.3.7.2,Ontario,"Total, 15 years and over",Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320092,N/A,F
4.1.3.7.3,Ontario,"Total, 15 years and over",Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320093,N/A,F
4.1.3.7.4,Ontario,"Total, 15 years and over",Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320094,N/A,F
4.2.1.1.1,Ontario,15 to 24 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116320095,821.0,N/A
4.2.1.1.2,Ontario,15 to 24 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320096,100.0,N/A
4.2.1.1.3,Ontario,15 to 24 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320097,100.0,N/A
4.2.1.1.4,Ontario,15 to 24 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320098,100.0,N/A
4.2.1.8.1,Ontario,15 to 24 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753901,575.0,N/A
4.2.1.8.2,Ontario,15 to 24 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753902,70.1,N/A
4.2.1.8.3,Ontario,15 to 24 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753903,61.8,N/A
4.2.1.8.4,Ontario,15 to 24 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753904,77.2,N/A
4.2.1.2.1,Ontario,15 to 24 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116320099,188.0,N/A
4.2.1.2.2,Ontario,15 to 24 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116320100,22.9,N/A
4.2.1.2.3,Ontario,15 to 24 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320101,17.0,N/A
4.2.1.2.4,Ontario,15 to 24 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320102,30.1,N/A
4.2.1.3.1,Ontario,15 to 24 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116320103,388.0,N/A
4.2.1.3.2,Ontario,15 to 24 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116320104,47.2,N/A
4.2.1.3.3,Ontario,15 to 24 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320105,38.7,N/A
4.2.1.3.4,Ontario,15 to 24 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320106,55.8,N/A
4.2.1.4.1,Ontario,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320107,154.0,E
4.2.1.4.2,Ontario,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320108,18.8,E
4.2.1.4.3,Ontario,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320109,13.2,N/A
4.2.1.4.4,Ontario,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320110,26.1,N/A
4.2.1.9.1,Ontario,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753905,81.0,E
4.2.1.9.2,Ontario,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753906,9.9,E
4.2.1.9.3,Ontario,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753907,5.8,N/A
4.2.1.9.4,Ontario,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753908,16.3,N/A
4.2.1.5.1,Ontario,15 to 24 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116320111,N/A,F
4.2.1.5.2,Ontario,15 to 24 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116320112,N/A,F
4.2.1.5.3,Ontario,15 to 24 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320113,N/A,F
4.2.1.5.4,Ontario,15 to 24 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320114,N/A,F
4.2.1.6.1,Ontario,15 to 24 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116320115,N/A,F
4.2.1.6.2,Ontario,15 to 24 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116320116,N/A,F
4.2.1.6.3,Ontario,15 to 24 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320117,N/A,F
4.2.1.6.4,Ontario,15 to 24 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320118,N/A,F
4.2.1.7.1,Ontario,15 to 24 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320119,N/A,F
4.2.1.7.2,Ontario,15 to 24 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320120,N/A,F
4.2.1.7.3,Ontario,15 to 24 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320121,N/A,F
4.2.1.7.4,Ontario,15 to 24 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320122,N/A,F
4.2.2.1.1,Ontario,15 to 24 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116320123,394.0,N/A
4.2.2.1.2,Ontario,15 to 24 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320124,100.0,N/A
4.2.2.1.3,Ontario,15 to 24 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320125,100.0,N/A
4.2.2.1.4,Ontario,15 to 24 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320126,100.0,N/A
4.2.2.8.1,Ontario,15 to 24 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753909,248.0,N/A
4.2.2.8.2,Ontario,15 to 24 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753910,63.0,N/A
4.2.2.8.3,Ontario,15 to 24 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753911,51.0,N/A
4.2.2.8.4,Ontario,15 to 24 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753912,73.5,N/A
4.2.2.2.1,Ontario,15 to 24 years,Male,Very satisfied,Number of persons,Persons,thousands,v116320127,104.0,E
4.2.2.2.2,Ontario,15 to 24 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116320128,26.4,E
4.2.2.2.3,Ontario,15 to 24 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320129,17.3,N/A
4.2.2.2.4,Ontario,15 to 24 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320130,38.0,N/A
4.2.2.3.1,Ontario,15 to 24 years,Male,Satisfied,Number of persons,Persons,thousands,v116320131,144.0,E
4.2.2.3.2,Ontario,15 to 24 years,Male,Satisfied,Percentage of persons,Percent,units ,v116320132,36.6,E
4.2.2.3.3,Ontario,15 to 24 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320133,25.5,N/A
4.2.2.3.4,Ontario,15 to 24 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320134,49.3,N/A
4.2.2.4.1,Ontario,15 to 24 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320135,93.0,E
4.2.2.4.2,Ontario,15 to 24 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320136,23.6,E
4.2.2.4.3,Ontario,15 to 24 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320137,15.2,N/A
4.2.2.4.4,Ontario,15 to 24 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320138,34.8,N/A
4.2.2.9.1,Ontario,15 to 24 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116753913,N/A,F
4.2.2.9.2,Ontario,15 to 24 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116753914,N/A,F
4.2.2.9.3,Ontario,15 to 24 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116753915,N/A,F
4.2.2.9.4,Ontario,15 to 24 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116753916,N/A,F
4.2.2.5.1,Ontario,15 to 24 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116320139,N/A,F
4.2.2.5.2,Ontario,15 to 24 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116320140,N/A,F
4.2.2.5.3,Ontario,15 to 24 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320141,N/A,F
4.2.2.5.4,Ontario,15 to 24 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320142,N/A,F
4.2.2.6.1,Ontario,15 to 24 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116320143,N/A,F
4.2.2.6.2,Ontario,15 to 24 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116320144,N/A,F
4.2.2.6.3,Ontario,15 to 24 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320145,N/A,F
4.2.2.6.4,Ontario,15 to 24 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320146,N/A,F
4.2.2.7.1,Ontario,15 to 24 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320147,N/A,F
4.2.2.7.2,Ontario,15 to 24 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320148,N/A,F
4.2.2.7.3,Ontario,15 to 24 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320149,N/A,F
4.2.2.7.4,Ontario,15 to 24 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320150,N/A,F
4.2.3.1.1,Ontario,15 to 24 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116320151,428.0,N/A
4.2.3.1.2,Ontario,15 to 24 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320152,100.0,N/A
4.2.3.1.3,Ontario,15 to 24 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320153,100.0,N/A
4.2.3.1.4,Ontario,15 to 24 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320154,100.0,N/A
4.2.3.8.1,Ontario,15 to 24 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116753917,328.0,N/A
4.2.3.8.2,Ontario,15 to 24 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116753918,76.6,N/A
4.2.3.8.3,Ontario,15 to 24 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116753919,65.2,N/A
4.2.3.8.4,Ontario,15 to 24 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116753920,85.1,N/A
4.2.3.2.1,Ontario,15 to 24 years,Female,Very satisfied,Number of persons,Persons,thousands,v116320155,84.0,E
4.2.3.2.2,Ontario,15 to 24 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116320156,19.6,E
4.2.3.2.3,Ontario,15 to 24 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320157,12.6,N/A
4.2.3.2.4,Ontario,15 to 24 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320158,29.2,N/A
4.2.3.3.1,Ontario,15 to 24 years,Female,Satisfied,Number of persons,Persons,thousands,v116320159,244.0,N/A
4.2.3.3.2,Ontario,15 to 24 years,Female,Satisfied,Percentage of persons,Percent,units ,v116320160,57.0,N/A
4.2.3.3.3,Ontario,15 to 24 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320161,45.1,N/A
4.2.3.3.4,Ontario,15 to 24 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320162,68.1,N/A
